,name,folder,video_seq,traction,barre,torse
196,im_2862,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
197,im_2877,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
198,im_2892,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
199,im_2907,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
200,im_2922,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
201,im_2937,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
202,im_2952,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
203,im_2967,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
204,im_2982,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
205,im_2997,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
206,im_3012,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
207,im_3027,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
208,im_3042,images1,4,0,"[0.0, 0.0]","[0.0, 0.0]"
209,im_3057,images1,4,1,"[0.49806201550387597, 0.07170542635658915]","[0.47674418604651164, 0.3701550387596899]"
210,im_3072,images1,4,1,"[0.5096899224806202, 0.07751937984496124]","[0.5, 0.3682170542635659]"
211,im_3087,images1,4,1,"[0.49806201550387597, 0.06589147286821706]","[0.49224806201550386, 0.35658914728682173]"
212,im_3102,images1,4,1,"[0.4883720930232558, 0.06976744186046512]","[0.4941860465116279, 0.3817829457364341]"
213,im_3117,images1,4,1,"[0.5, 0.06782945736434108]","[0.4883720930232558, 0.37790697674418605]"
214,im_3132,images1,4,1,"[0.49806201550387597, 0.07751937984496124]","[0.49612403100775193, 0.3643410852713178]"
215,im_3147,images1,4,1,"[0.5038759689922481, 0.07364341085271318]","[0.4883720930232558, 0.3701550387596899]"
216,im_3162,images1,4,1,"[0.5, 0.0755813953488372]","[0.4941860465116279, 0.3875968992248062]"
217,im_3177,images1,4,1,"[0.501937984496124, 0.07751937984496124]","[0.5, 0.39341085271317827]"
218,im_3192,images1,4,1,"[0.49806201550387597, 0.07945736434108527]","[0.49806201550387597, 0.34689922480620156]"
219,im_3207,images1,4,1,"[0.4903100775193798, 0.0755813953488372]","[0.4903100775193798, 0.20348837209302326]"
220,im_3222,images1,4,1,"[0.501937984496124, 0.06782945736434108]","[0.49224806201550386, 0.25]"
221,im_3237,images1,4,1,"[0.49806201550387597, 0.0755813953488372]","[0.4941860465116279, 0.3546511627906977]"
222,im_3252,images1,4,1,"[0.5077519379844961, 0.08139534883720931]","[0.49224806201550386, 0.3003875968992248]"
223,im_3267,images1,4,1,"[0.5058139534883721, 0.07364341085271318]","[0.49224806201550386, 0.13953488372093023]"
224,im_3282,images1,4,1,"[0.4941860465116279, 0.06395348837209303]","[0.501937984496124, 0.28875968992248063]"
225,im_3297,images1,4,1,"[0.5, 0.06976744186046512]","[0.49806201550387597, 0.4011627906976744]"
226,im_3312,images1,4,1,"[0.49806201550387597, 0.07170542635658915]","[0.4903100775193798, 0.43992248062015504]"
227,im_3327,images1,4,1,"[0.49806201550387597, 0.07170542635658915]","[0.49612403100775193, 0.43023255813953487]"
228,im_3342,images1,4,1,"[0.501937984496124, 0.07364341085271318]","[0.5077519379844961, 0.4186046511627907]"
229,im_3357,images1,4,1,"[0.49806201550387597, 0.07170542635658915]","[0.5038759689922481, 0.4108527131782946]"
230,im_3372,images1,4,1,"[0.49806201550387597, 0.08333333333333333]","[0.49806201550387597, 0.4418604651162791]"
231,im_3387,images1,4,1,"[0.4941860465116279, 0.0755813953488372]","[0.5, 0.42248062015503873]"
232,im_3402,images1,4,1,"[0.501937984496124, 0.07945736434108527]","[0.501937984496124, 0.38372093023255816]"
233,im_3417,images1,4,1,"[0.5, 0.07170542635658915]","[0.4941860465116279, 0.29069767441860467]"
234,im_3432,images1,4,1,"[0.5058139534883721, 0.07364341085271318]","[0.4883720930232558, 0.19186046511627908]"
235,im_3447,images1,4,1,"[0.49612403100775193, 0.07170542635658915]","[0.49224806201550386, 0.15891472868217055]"
236,im_3462,images1,4,1,"[0.5, 0.07945736434108527]","[0.49224806201550386, 0.36627906976744184]"
237,im_3477,images1,4,1,"[0.49806201550387597, 0.06976744186046512]","[0.5038759689922481, 0.41472868217054265]"
238,im_3492,images1,4,1,"[0.4941860465116279, 0.0755813953488372]","[0.49224806201550386, 0.43410852713178294]"
239,im_3507,images1,4,1,"[0.501937984496124, 0.07364341085271318]","[0.49806201550387597, 0.3992248062015504]"
240,im_3522,images1,4,1,"[0.4941860465116279, 0.06976744186046512]","[0.49806201550387597, 0.33527131782945735]"
241,im_3537,images1,4,1,"[0.5, 0.0755813953488372]","[0.49224806201550386, 0.2713178294573643]"
242,im_3552,images1,4,1,"[0.501937984496124, 0.0755813953488372]","[0.49612403100775193, 0.22093023255813954]"
243,im_3567,images1,4,1,"[0.49612403100775193, 0.0755813953488372]","[0.4844961240310077, 0.1686046511627907]"
244,im_3582,images1,4,1,"[0.49612403100775193, 0.06976744186046512]","[0.48643410852713176, 0.1569767441860465]"
245,im_3597,images1,4,1,"[0.5, 0.07945736434108527]","[0.4941860465116279, 0.2248062015503876]"
246,im_3612,images1,4,1,"[0.5, 0.07170542635658915]","[0.48643410852713176, 0.3062015503875969]"
247,im_3627,images1,4,1,"[0.49806201550387597, 0.08139534883720931]","[0.4903100775193798, 0.36627906976744184]"
248,im_3642,images1,4,1,"[0.5, 0.08139534883720931]","[0.49612403100775193, 0.4011627906976744]"
249,im_3649,images1,4,1,"[0.49806201550387597, 0.07364341085271318]","[0.49806201550387597, 0.4069767441860465]"
250,im_3649,images1,5,1,"[0.44573643410852715, 0.1434108527131783]","[0.44573643410852715, 0.5348837209302325]"
251,im_3664,images1,5,1,"[0.45542635658914726, 0.1434108527131783]","[0.44573643410852715, 0.45348837209302323]"
252,im_3679,images1,5,1,"[0.45930232558139533, 0.1569767441860465]","[0.4496124031007752, 0.3003875968992248]"
253,im_3694,images1,5,1,"[0.4496124031007752, 0.16085271317829458]","[0.44573643410852715, 0.375968992248062]"
254,im_3709,images1,5,1,"[0.4476744186046512, 0.14728682170542637]","[0.437984496124031, 0.5077519379844961]"
255,im_3724,images1,5,1,"[0.4573643410852713, 0.15891472868217055]","[0.436046511627907, 0.5271317829457365]"
256,im_3739,images1,5,1,"[0.45542635658914726, 0.15310077519379844]","[0.42829457364341084, 0.5542635658914729]"
257,im_3754,images1,5,1,"[0.46124031007751937, 0.15503875968992248]","[0.4437984496124031, 0.5678294573643411]"
258,im_3769,images1,5,1,"[0.4437984496124031, 0.14922480620155038]","[0.43410852713178294, 0.5484496124031008]"
